jobma_catcher_id,is_premium,subscription_status,company_size,sub_user,wallet_amount,is_unlimited,subscription_sum,subscription_count,recorded_interview_count,live_interview_count,invites_count,interview_done,pre_recorded_kit_counts,jobs_posted,since_last_login
2656,0,1,1-25,1,66666.0,1,176.5,1,7,0,0,7,4,2,1
2935,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,0,2
2937,0,0,101-500,0,60.0,0,1.4,1,0,0,0,0,0,0,2
2938,0,1,26-100,0,50.0,0,178.8,3,0,0,0,0,0,1,2
2939,0,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,1,4
2940,0,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,1,4
2941,0,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,1,4
2942,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,0,4
2943,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,1,4
2944,0,0,101-500,0,60.0,0,2.3,1,0,0,0,0,0,0,4
2945,0,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
2946,1,0,101-500,0,60.0,0,1.2,1,0,0,0,0,0,0,4
2947,0,0,500-1000,0,60.0,0,0.1,1,0,0,0,0,0,1,4
2948,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
2949,0,0,101-500,0,60.0,0,3.7,2,0,0,0,0,0,2,4
2950,1,0,101-500,0,60.0,0,1.2,1,0,0,0,0,0,0,4
2951,1,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
2952,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2953,0,0,101-500,0,60.0,0,0.1,1,0,0,0,0,0,1,4
2954,0,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,1,4
2955,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2956,0,0,101-500,0,60.0,0,138.8,1,0,0,0,0,0,1,4
2957,1,1,1-25,7,50.0,0,259.3,25,424,70,1,493,12,40,2
2958,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,0,4
2959,1,0,26-100,0,60.0,0,3.7,2,0,0,0,0,0,0,4
2960,0,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
2961,0,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
2962,1,0,1-25,0,60.0,0,1.2,1,0,0,0,0,0,0,4
2963,1,0,1-25,0,60.0,0,1.2,1,0,0,0,0,0,0,4
2964,1,0,1-25,1,60.0,0,1.2,1,0,0,0,0,0,2,4
2966,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,1,4
2967,1,0,1-25,0,60.0,0,23.5,1,0,0,0,0,0,1,4
2968,1,0,1-25,0,60.0,0,23.5,1,0,0,0,0,0,1,4
2969,1,0,26-100,0,60.0,0,23.5,1,0,0,0,0,0,1,4
2970,1,0,101-500,0,60.0,0,23.5,1,0,0,0,0,0,1,4
2971,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2972,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2973,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,1,4
2974,1,0,101-500,0,60.0,0,1.2,1,0,0,0,0,0,1,4
2975,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,1,4
2976,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,1,4
2977,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2978,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2979,0,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
2980,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2981,0,0,26-100,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2982,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
2983,0,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
2984,1,0,1-25,0,60.0,0,0.0,1,22,6,0,28,4,2,4
2985,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2986,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2987,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2988,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2989,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2990,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2991,1,0,26-100,0,60.0,0,117.6,1,0,0,0,0,0,2,4
2992,1,0,26-100,0,60.0,0,117.6,1,0,0,0,0,0,1,4
2993,1,0,26-100,0,60.0,0,117.6,1,0,0,0,0,0,1,4
2994,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
2997,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,0,4
2998,0,0,101-500,0,60.0,0,0.3,1,0,0,0,0,0,0,4
2999,0,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3000,0,0,101-500,0,60.0,0,141.1,2,0,0,0,0,0,0,4
3001,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3002,0,0,1-25,0,60.0,0,0.3,1,1,0,0,1,1,1,4
3003,0,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,1,4
3004,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,1,4
3005,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,1,4
3006,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,1,4
3007,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3009,1,0,1-25,0,60.0,0,1.2,1,0,0,0,0,0,2,4
3010,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,1,4
3011,0,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3012,0,0,1-25,1,60.0,0,0.6,1,4,1,0,5,2,5,4
3013,1,0,500-1000,0,60.0,0,13.9,1,0,0,0,0,0,0,4
3014,1,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3015,1,0,101-500,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3016,1,0,1-25,0,60.0,0,3.5,1,0,0,0,0,0,0,4
3017,1,0,26-100,0,60.0,0,3.5,1,0,0,0,0,0,0,4
3018,1,0,1-25,0,60.0,0,4.2,1,0,0,0,0,0,0,4
3020,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3021,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3022,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3023,0,0,101-500,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3024,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3025,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3026,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3027,0,0,1-25,1,60.0,0,0.3,1,0,0,0,0,0,0,4
3029,0,0,1-25,0,60.0,0,2.3,4,0,0,0,0,0,0,4
3031,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3032,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3033,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3034,0,0,101-500,0,60.0,0,138.8,1,0,0,0,0,0,1,4
3035,1,0,26-100,0,60.0,0,11.8,1,0,0,0,0,0,0,4
3036,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3040,1,0,101-500,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3043,1,0,1-25,2,60.0,0,0.0,1,0,0,0,0,0,0,4
3046,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3047,0,0,1-25,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3049,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3050,0,0,1-25,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3052,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3053,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3054,1,0,101-500,0,60.0,0,1176.5,1,0,0,0,0,0,0,4
3055,1,0,500-1000,0,60.0,0,13.9,1,0,0,0,0,0,0,4
3056,1,0,26-100,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3057,1,0,101-500,0,60.0,0,1.2,1,0,0,0,0,0,1,4
3058,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3059,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3060,0,0,26-100,1,60.0,0,0.6,1,0,0,0,0,0,0,4
3062,0,0,1-25,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3064,1,1,101-500,1,1860.0,0,21.2,2,7,8,0,15,2,3,3
3065,1,0,500-1000,0,60.0,1,0.0,1,0,0,0,0,0,0,4
3066,1,0,500-1000,0,60.0,0,1.1,1,0,0,0,0,0,0,4
3067,1,0,500-1000,0,60.0,0,0.0,1,0,0,0,0,0,1,4
3068,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3069,1,0,101-500,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3070,1,0,26-100,0,60.0,0,0.0,1,1,0,0,1,1,1,4
3071,1,0,26-100,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3072,1,0,26-100,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3073,1,0,101-500,0,60.0,0,11.8,1,0,0,0,0,0,0,4
3074,0,0,101-500,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3075,1,0,101-500,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3076,1,0,26-100,1,60.0,1,0.1,1,3,1,0,4,2,2,4
3078,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3079,1,0,1-25,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3081,1,0,1-25,0,60.0,0,1.6,2,0,0,0,0,0,0,4
3082,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3084,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3087,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3088,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3089,1,0,1-25,2,60.0,0,11.8,1,0,0,0,0,0,0,4
3091,1,0,101-500,0,60.0,0,0.0,1,0,0,0,0,0,1,4
3093,1,0,101-500,3,60.0,0,0.1,1,0,0,0,0,0,0,4
3098,0,0,101-500,1,60.0,0,2.3,1,0,0,0,0,0,0,4
3100,1,0,101-500,1,60.0,0,1.2,1,0,0,0,0,0,0,4
3102,1,0,1-25,1,60.0,1,1.2,1,0,0,0,0,0,0,4
3104,1,0,500-1000,0,60.0,0,11.8,1,0,0,0,0,0,0,4
3105,1,0,500-1000,1,60.0,1,11.8,1,0,0,0,0,0,0,4
3107,1,0,101-500,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3109,1,0,26-100,1,60.0,1,2.4,2,0,0,0,0,0,0,4
3111,1,0,1-25,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3113,1,0,101-500,2,60.0,0,13.9,1,0,0,0,0,0,0,4
3116,1,0,101-500,1,60.0,1,11.8,1,0,0,0,0,0,0,4
3118,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,1,1,4
3119,0,0,26-100,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3121,1,0,26-100,3,60.0,0,13.9,1,0,0,0,0,0,0,4
3125,1,0,101-500,5,60.0,0,11.8,1,0,0,0,0,0,0,4
3131,1,0,26-100,7,60.0,1,0.0,1,0,0,0,0,2,1,4
3139,1,0,500-1000,2,60.0,0,16.2,2,0,0,0,0,0,0,4
3143,0,0,1-25,1,60.0,0,0.0,1,0,0,0,0,0,0,4
3145,1,0,26-100,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3147,1,0,1-25,1,60.0,0,2.3,1,0,0,0,0,0,0,4
3150,0,0,26-100,0,60.0,0,1.4,2,0,0,0,0,0,0,4
3152,0,0,101-500,1,60.0,0,2.3,1,0,0,0,0,0,0,4
3153,1,0,26-100,0,60.0,0,0.5,1,0,0,0,0,0,0,4
3155,1,0,1-25,0,60.0,1,0.5,1,1,1,0,2,1,1,4
3156,1,0,26-100,0,60.0,1,0.0,1,3,1,0,4,1,1,4
3157,1,0,101-500,0,60.0,0,0.0,1,0,0,0,0,0,1,4
3158,1,0,500-1000,0,60.0,0,1.4,1,2,0,0,2,1,1,4
3159,0,0,26-100,0,60.0,0,0.1,1,1,0,0,1,1,1,4
3160,1,0,1-25,0,60.0,0,0.1,1,1,0,0,1,1,1,4
3161,1,0,1-25,0,60.0,0,0.2,1,1,0,0,1,1,1,4
3163,1,0,1-25,0,60.0,0,2.6,3,0,0,0,0,0,0,4
3164,1,0,500-1000,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3166,1,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3168,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3169,0,0,101-500,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3173,1,0,1-25,0,60.0,0,1.8,2,0,0,0,0,0,0,4
3174,0,0,26-100,1,60.0,0,138.8,1,0,0,0,0,1,0,4
3176,0,0,1-25,1,60.0,0,0.6,1,3,0,0,3,1,1,4
3178,0,0,1-25,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3179,0,0,1-25,1,60.0,0,2.4,2,0,0,0,0,0,0,4
3181,1,0,1-25,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3183,1,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3184,1,0,1-25,0,60.0,0,58.8,1,0,0,0,0,0,0,4
3185,1,0,1-25,0,60.0,1,58.8,1,0,0,0,0,0,0,4
3186,1,0,1-25,1,60.0,1,5.9,1,0,0,0,0,0,0,4
3187,1,0,1-25,0,60.0,1,58.8,1,0,0,0,0,0,0,4
3188,1,0,1-25,0,60.0,1,58.8,1,0,0,0,0,0,0,4
3189,1,0,26-100,0,60.0,1,69.4,1,0,0,0,0,0,0,4
3194,1,0,26-100,1,60.0,1,1.3,1,0,0,0,0,0,0,4
3196,1,0,1-25,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3197,1,0,26-100,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3198,1,0,101-500,2,60.0,1,1.2,1,0,0,0,0,0,0,4
3199,1,0,26-100,0,60.0,1,1.3,1,0,0,0,0,0,0,4
3203,1,0,1-25,0,60.0,1,0.3,1,0,0,0,0,0,0,4
3205,1,0,26-100,0,60.0,1,1.7,1,0,0,0,0,0,0,4
3206,1,0,1-25,2,60.0,1,1.5,1,14,4,0,18,3,3,4
3209,1,0,101-500,0,60.0,1,0.3,1,0,0,0,0,0,0,4
3214,1,0,1-25,1,60.0,1,1.2,1,0,0,0,0,1,1,4
3218,1,0,26-100,3,60.0,1,2.0,1,0,0,0,0,0,0,4
3220,1,0,1-25,1,60.0,1,1.7,1,0,0,0,0,0,0,4
3221,1,0,1-25,0,60.0,0,2.0,1,0,0,0,0,0,0,4
3223,0,0,26-100,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3225,1,0,1-25,1,60.0,1,1.4,1,1,0,0,1,1,1,4
3226,1,0,26-100,0,60.0,1,1.7,1,0,0,0,0,0,0,4
3228,1,0,26-100,1,60.0,1,117.6,1,0,0,0,0,0,0,4
3229,1,0,1-25,3,60.0,0,0.0,1,0,0,0,0,0,0,4
3238,1,0,26-100,1,60.0,1,11.8,1,1,0,0,1,1,1,4
3241,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3242,1,0,1-25,5,60.0,1,0.1,1,0,0,0,0,0,0,4
3249,1,0,26-100,2,60.0,1,0.1,1,0,0,0,0,0,1,4
3250,1,0,26-100,1,60.0,1,1.2,1,0,0,0,0,1,1,4
3251,1,0,101-500,4,60.0,0,0.0,1,0,0,0,0,0,0,4
3257,1,0,1-25,1,60.0,0,1.2,1,0,0,0,0,0,1,4
3258,1,0,26-100,1,60.0,1,1.2,1,0,0,0,0,0,1,4
3261,1,0,101-500,0,60.0,1,1.8,1,0,0,0,0,0,2,4
3263,1,0,101-500,0,60.0,1,4.3,4,0,0,0,0,0,1,4
3264,1,0,26-100,0,60.0,1,1.2,1,1,2,0,3,1,1,4
3265,1,0,26-100,0,60.0,1,0.0,1,1,1,0,2,1,1,4
3266,1,0,26-100,0,60.0,1,0.0,1,0,0,0,0,0,0,4
3267,1,0,1-25,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3268,0,0,101-500,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3269,1,0,26-100,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3270,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3271,1,0,101-500,0,60.0,1,13.2,2,0,0,0,0,0,0,4
3272,1,0,1-25,0,60.0,0,23.6,2,0,0,0,0,0,0,4
3273,0,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3275,1,0,1-25,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3277,1,0,26-100,1,60.0,0,2.3,1,0,0,0,0,0,0,4
3279,0,0,1-25,0,60.0,0,1.2,2,0,0,0,0,0,0,4
3280,1,0,26-100,3,60.0,1,0.9,1,4,0,0,4,1,1,4
3281,1,0,26-100,0,60.0,1,0.9,1,0,0,0,0,0,0,4
3282,1,0,26-100,0,60.0,1,2.7,1,0,0,0,0,0,0,4
3283,1,0,101-500,0,60.0,1,3.6,3,0,0,0,0,0,0,4
3284,1,0,1-25,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3285,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3286,0,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3288,1,0,1-25,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3289,1,0,26-100,1,60.0,0,1.6,1,0,0,0,0,1,1,4
3291,1,0,101-500,0,60.0,1,2.4,2,3,0,0,3,1,1,4
3292,1,0,26-100,1,60.0,1,1.2,1,0,0,0,0,0,0,4
3293,1,0,101-500,0,60.0,1,1.2,1,1,0,0,1,1,1,4
3294,1,0,1-25,0,60.0,1,4.0,3,0,0,0,0,0,0,4
3297,0,1,1-25,0,60.0,0,20.3,6,0,0,0,0,0,0,4
3298,1,0,1-25,0,60.0,1,2.4,2,0,0,0,0,0,0,4
3299,1,0,26-100,0,60.0,1,0.0,1,0,0,0,0,0,0,4
3303,1,0,26-100,0,60.0,1,11.8,1,1,0,0,1,1,1,4
3304,1,0,26-100,0,60.0,1,1.4,1,0,0,0,0,0,0,4
3305,1,0,26-100,0,60.0,1,13.9,1,3,0,0,3,1,1,4
3306,1,0,101-500,0,60.0,0,0.2,1,0,0,0,0,0,0,4
3307,0,0,101-500,0,60.0,0,13.9,1,0,0,0,0,0,0,4
3308,0,0,101-500,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3309,0,0,26-100,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3310,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3311,0,0,101-500,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3312,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3313,0,0,500-1000,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3314,0,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3315,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3316,0,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
3317,1,0,26-100,1,60.0,0,2.4,2,179,0,0,179,1,3,4
3318,1,0,1-25,1,60.0,0,0.1,1,0,0,0,0,0,0,4
3320,1,0,1-25,1,60.0,0,2.3,1,0,0,0,0,0,0,4
3322,1,0,101-500,1,60.0,0,235.3,1,0,0,0,0,0,0,4
3324,0,0,1-25,1,60.0,0,13.9,1,1,0,0,1,2,2,4
3325,1,0,1-25,1,60.0,1,123.5,1,0,0,0,0,0,0,4
3327,1,0,26-100,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3328,1,0,26-100,1,60.0,0,52.9,1,0,0,0,0,0,0,4
3329,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3330,1,0,26-100,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3332,1,0,1-25,0,60.0,1,109.0,1,0,0,0,0,0,0,4
3333,1,0,1-25,0,60.0,1,82.4,1,0,0,0,0,0,0,4
3334,1,0,1-25,0,60.0,1,13.0,2,6,0,0,6,1,1,4
3336,0,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3337,1,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3339,0,0,26-100,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3340,1,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3341,1,0,101-500,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3342,1,0,101-500,0,60.0,1,13.2,2,0,0,0,0,0,0,4
3343,1,0,26-100,0,60.0,0,41.2,2,0,0,0,0,0,0,4
3344,1,0,26-100,0,60.0,0,27.8,2,0,0,0,0,0,0,4
3345,1,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3346,0,0,26-100,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3347,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3348,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3349,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3350,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3351,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3352,1,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3353,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3354,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3355,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3356,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3357,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3358,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3359,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3360,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3361,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3362,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3363,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3364,0,0,26-100,0,60.0,0,0.1,1,0,0,0,0,0,0,4
3365,0,0,26-100,0,60.0,0,0.0,1,3,0,0,3,1,1,4
3366,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3367,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3368,1,0,1-25,0,60.0,0,588.2,1,0,0,0,0,0,0,4
3369,1,0,1-25,0,60.0,0,588.2,1,0,0,0,0,0,0,4
3370,1,0,1-25,0,60.0,0,588.2,1,0,0,0,0,0,0,4
3371,1,0,1-25,0,60.0,0,588.2,1,0,0,0,0,0,0,4
3372,1,0,26-100,0,60.0,1,1.4,1,0,0,0,0,0,0,4
3373,0,0,1-25,0,60.0,0,3.7,2,0,0,0,0,0,0,4
3374,1,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3375,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3376,1,0,1-25,0,60.0,1,138.8,1,0,0,0,0,0,0,4
3377,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3378,1,0,1-25,0,60.0,1,117.6,1,0,0,0,0,0,0,4
3379,1,0,1-25,0,60.0,1,117.6,1,0,0,0,0,0,0,4
3380,1,0,1-25,0,60.0,1,117.6,1,0,0,0,0,0,0,4
3381,1,0,1-25,0,60.0,1,117.6,1,0,0,0,0,0,0,4
3382,1,0,1-25,0,60.0,1,120.3,4,0,0,0,0,0,0,4
3383,1,0,1-25,0,60.0,1,1.2,1,0,0,0,0,0,0,4
3384,0,0,1-25,1,60.0,0,13.1,2,4,1,0,5,1,1,4
3389,1,0,101-500,0,60.0,1,11.8,1,0,0,0,0,0,0,4
3390,1,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3394,0,0,26-100,1,60.0,0,16.2,2,41,15,0,56,3,4,4
3395,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3396,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3397,1,0,1-25,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3400,0,0,1-25,0,60.0,0,0.3,1,0,0,0,0,0,0,4
3401,1,1,26-100,0,60.0,0,4.1,2,0,0,0,0,0,0,4
3402,0,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3403,0,0,101-500,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3404,0,0,26-100,0,60.0,0,13.9,1,0,0,0,0,0,0,4
3405,0,0,1-25,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3406,0,0,26-100,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3407,1,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3410,0,0,26-100,0,60.0,0,0.0,1,0,0,0,0,0,0,4
3412,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3413,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3414,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,0,0,4
3415,1,0,26-100,0,60.0,0,1.2,1,0,0,0,0,1,1,4
3417,1,0,1-25,0,60.0,0,13.9,1,4,0,0,4,2,6,4
3418,1,0,1-25,0,60.0,0,138.8,1,0,0,0,0,0,0,4
3419,1,0,1-25,0,60.0,0,588.2,1,0,0,0,0,0,0,4
3420,1,0,1-25,0,60.0,1,138.8,1,0,0,0,0,0,0,4
3424,0,0,26-100,0,60.0,0,1.3,1,0,0,0,0,0,0,4
3425,1,0,1-25,0,60.0,0,5.9,1,0,0,0,0,0,0,4
3427,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3428,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3429,1,0,26-100,0,60.0,0,2.3,1,0,0,0,0,0,0,4
3430,1,0,1-25,1,60.0,0,58.8,1,0,0,0,0,0,0,4
3431,0,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3432,0,0,26-100,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3433,1,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3435,1,0,101-500,0,60.0,1,0.6,1,0,0,0,0,0,0,4
3436,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3437,1,0,26-100,0,60.0,1,10.4,1,0,0,0,0,0,0,4
3438,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3439,0,0,1-25,0,60.0,0,1.3,1,0,0,0,0,0,0,4
3440,0,0,1-25,0,60.0,0,1.4,1,0,0,0,0,0,0,4
3441,1,0,1-25,0,60.0,0,1.3,1,0,0,0,0,0,0,4
3442,0,0,1-25,0,60.0,0,9.6,1,0,0,0,0,0,0,4
3443,1,0,26-100,0,60.0,1,0.1,1,0,0,0,0,0,0,4
3444,1,0,1-25,0,60.0,0,0.6,1,0,0,0,0,0,0,4
